;;;;;;
;;;;;;
;cod;denumire;grupa;pretul;descriere;brand
;T2227;Ultrasunet GT Sonic VGT-6250;TEHNICA;2250;GT Sonic VGT-6250 este o baie cu ultrasunete profesională utilizată pentru curățarea și dezinfectarea instrumentelor prin vibrații ultrasonice de înaltă frecvență. Aparatul are o capacitate de aproximativ 2,5 litri, cu rezervor din inox și carcasă rezistentă din plastic. ; 
;T2474;Heart Cuticule Oil 30ml- Fantastic Peach;Ingrijire;65;Uleiul pentru cuticule HEART oferă îngrijire delicată și hidratare intensă. Vine într-un flacon elegant cu pipetă subțire, care permite aplicarea ușoară și igienică, fără contact direct. Se absoarbe rapid și lasă cuticulele moi și sănătoase.;Heart
;T2475;Heart Cuticule Oil 30ml- Vanilla;Ingrijire;65;Uleiul pentru cuticule HEART oferă îngrijire delicată și hidratare intensă. Vine într-un flacon elegant cu pipetă subțire, care permite aplicarea ușoară și igienică, fără contact direct. Se absoarbe rapid și lasă cuticulele moi și sănătoase.;Heart
;T2476;Heart Cuticule Oil 30ml-Banana Dreams;Ingrijire;65;Uleiul pentru cuticule HEART oferă îngrijire delicată și hidratare intensă. Vine într-un flacon elegant cu pipetă subțire, care permite aplicarea ușoară și igienică, fără contact direct. Se absoarbe rapid și lasă cuticulele moi și sănătoase.;Heart
;T2477;Heart Cuticule Oil 30ml-Exotic Kiwi;Ingrijire;65;Uleiul pentru cuticule HEART oferă îngrijire delicată și hidratare intensă. Vine într-un flacon elegant cu pipetă subțire, care permite aplicarea ușoară și igienică, fără contact direct. Se absoarbe rapid și lasă cuticulele moi și sănătoase.;Heart
;T2478;Heart Cuticule Oil 30ml-Juicy Fruit;Ingrijire;65;Uleiul pentru cuticule HEART oferă îngrijire delicată și hidratare intensă. Vine într-un flacon elegant cu pipetă subțire, care permite aplicarea ușoară și igienică, fără contact direct. Se absoarbe rapid și lasă cuticulele moi și sănătoase.;Heart
;T2479;Heart Cuticule Oil 30ml-Lady in Red;Ingrijire;65;Uleiul pentru cuticule HEART oferă îngrijire delicată și hidratare intensă. Vine într-un flacon elegant cu pipetă subțire, care permite aplicarea ușoară și igienică, fără contact direct. Se absoarbe rapid și lasă cuticulele moi și sănătoase.;Heart
;T2480;Heart Cuticule Oil 30ml-Mango Boom;Ingrijire;65;Uleiul pentru cuticule HEART oferă îngrijire delicată și hidratare intensă. Vine într-un flacon elegant cu pipetă subțire, care permite aplicarea ușoară și igienică, fără contact direct. Se absoarbe rapid și lasă cuticulele moi și sănătoase.;Heart
;T2481;Heart Cuticule Oil 30ml-Melony Melody;Ingrijire;65;Uleiul pentru cuticule HEART oferă îngrijire delicată și hidratare intensă. Vine într-un flacon elegant cu pipetă subțire, care permite aplicarea ușoară și igienică, fără contact direct. Se absoarbe rapid și lasă cuticulele moi și sănătoase.;Heart
;T2482;Heart Cuticule Oil 30ml-Strawberry;Ingrijire;65;Uleiul pentru cuticule HEART oferă îngrijire delicată și hidratare intensă. Vine într-un flacon elegant cu pipetă subțire, care permite aplicarea ușoară și igienică, fără contact direct. Se absoarbe rapid și lasă cuticulele moi și sănătoase.;Heart
;T2483;Heart Cuticule Oil 30ml-Sweet Almond;Ingrijire;65;Uleiul pentru cuticule HEART oferă îngrijire delicată și hidratare intensă. Vine într-un flacon elegant cu pipetă subțire, care permite aplicarea ușoară și igienică, fără contact direct. Se absoarbe rapid și lasă cuticulele moi și sănătoase.;Heart
;T2484;Heart Cuticule Oil 30ml-Wild Citrus;Ingrijire;65;Uleiul pentru cuticule HEART oferă îngrijire delicată și hidratare intensă. Vine într-un flacon elegant cu pipetă subțire, care permite aplicarea ușoară și igienică, fără contact direct. Se absoarbe rapid și lasă cuticulele moi și sănătoase.;Heart
;T1488;Inlei Lash Form 1,2 ml Step 1;Totul pentru sprancene;75;Cremă profesională pentru laminarea  genelor, prima etapă a procedurii. Înmoaie firele și pregătește sprâncenele pentru modelare, asigurând rezultate precise și durabile.;Inlei
;T1489;Inlei Lash Form 1,2 ml Step 2;Totul pentru sprancene;75;Formula îmbunătățită asigură un curl frumos și fixare durabilă. Textura cremoasă neutralizează delicat efectele primei soluții chimice. Formula pentru sprâncene este fără bromat de sodiu și este special concepută pentru a funcționa perfect împreună cu Soluțiile No. 1 și No. 3 My Lamination.;Inlei
;T1490;Inlei Lash Form 1,2 ml Step 3;Totul pentru sprancene;110;Etapa finală a procedurii, acest ser are o dublă acțiune: închide cuticula firului, îndepărtează delicat reziduurile și hidratează profund genele sau sprâncenele. Oferă un aspect sănătos, neted și bine îngrijit.;Inlei
;T2053;Inlei Brow Lift 1,5 ml Step 1;Totul pentru sprancene;75;Cremă profesională pentru laminarea sprâncenelor, prima etapă a procedurii. Înmoaie firele și pregătește sprâncenele pentru modelare, asigurând rezultate precise și durabile.;Inlei
;T2054;Inlei Brow Lift 1,5 ml Step 2;Totul pentru sprancene;70;Formula îmbunătățită asigură un curl frumos și fixare durabilă. Textura cremoasă neutralizează delicat efectele primei soluții chimice. Formula pentru sprâncene este fără bromat de sodiu și este special concepută pentru a funcționa perfect împreună cu Soluțiile No. 1 și No. 3 My Lamination.;Inlei
;T2055;Inlei Brow Lift 1,5 ml Step 3;Totul pentru sprancene;100;Etapa finală a procedurii, acest ser are o dublă acțiune: închide cuticula firului, îndepărtează delicat reziduurile și hidratează profund genele sau sprâncenele. Oferă un aspect sănătos, neted și bine îngrijit.;Inlei
;T2008;Solutie anti rugin DEZIK Instrum 500ml;Sterilizare&Dezinfectare;210;Soluția anti-rugină DEZIK Instrum este un produs profesional conceput pentru protejarea și întreținerea instrumentelor metalice. Acționează eficient împotriva ruginii, ajutând la curățarea, conservarea și prelungirea duratei de viață a instrumentarului utilizat în saloane.;DEZIK
;T2230;Lampa Blueque BQL8;TEHNICA;850;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.; 
;3140;Lampa Blueque BQV3;TEHNICA;550;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.; 
;T2231;Lampa Clip On UV Lamp Alb;TEHNICA;175;"Lampă compactă și flexibilă pentru manichiură, cu LED UV dublu 395 nm și gât de gâscă reglabil. Se fixează ușor pe masă cu clemă și oferă iluminare albă puternică. Funcționează la 5 V DC (alimentator, power bank sau computer; încărcător telefon necompatibil)."; 
;T2232;Lampa Clip On UV Lamp Negru;TEHNICA;175;"Lampă compactă și flexibilă pentru manichiură, cu LED UV dublu 395 nm și gât de gâscă reglabil. Se fixează ușor pe masă cu clemă și oferă iluminare albă puternică. Funcționează la 5 V DC (alimentator, power bank sau computer; încărcător telefon necompatibil)."; 
;T2234;Lampa de masa tip Ikea Alb;TEHNICA;300;Veioză cu braț și cap reglabil din oțel – lumină flexibilă și eficientă, ideală pentru citit și activități care necesită iluminare precisă.; 
;T2235;Lampa de masa tip Ikea Negru;TEHNICA;300;Veioză cu braț și cap reglabil din oțel – lumină flexibilă și eficientă, ideală pentru citit și activități care necesită iluminare precisă.; 
;T2237;Lampa de masa fara umbra;TEHNICA;1250;Accesoriu profesional pentru manichiură, cosmetică, pedichiură, hairstyling și machiaj. Oferă iluminare puternică și uniformă și este ideală atât pentru salon, cât și pentru acasă, birou sau spații de lucru.; 
;T2238;Lanterna YZ09;TEHNICA;150;Lanterna pentru manichiură; 
;3137;Lampa Ledme Model One;TEHNICA;600;Lampa LEDME Model One este o lampă profesională LED+UV pentru manichiură și pedichiură, cu o putere de aproximativ 120W, concepută pentru polimerizarea rapidă și uniformă a gelurilor și ojelor semipermanente. ; 
;T2239;Lampa SUN 2C replica;TEHNICA;650;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.;SUN Replica
;T2240;Lampa SUN 4S replica;TEHNICA;700;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.;SUN Replica
;3135;Lampa SUN 5 replica;TEHNICA;350;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.;SUN Replica
;T2242;Lampa SUN One replica;TEHNICA;400;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.;SUN Replica
;T2243;Lampa SUN S9 ;TEHNICA;649;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.;SUN Replica
;T2244;Lampa SUN X5 Max replica;TEHNICA;500;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.;SUN Replica
;T2245;Lampa SUN X5 Plus replica;TEHNICA;600;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.;SUN Replica
;T2246;Lampa SUN X replica;TEHNICA;550;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.;SUN Replica
;T2247;Lampa SUN X PLUS replica;TEHNICA;600;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.;SUN Replica
;2963;Lampa SUN X PLUS replica;TEHNICA;850;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.;SUN Replica
;T2248;Lampa T5 ;TEHNICA;450;Lampă profesională cu iluminare puternică și uniformă. Oferă lumină stabilă, fără pâlpâire și fără umbre, ideală pentru manichiură, cosmetică sau lucru de precizie.; 
;3142;Lanterna Blueque Mini 4A;TEHNICA;120;Lanterna pentru manichiură; 
;T2250;Lanterna YZ05;TEHNICA;150;Lanterna pentru manichiură; 
;T2010;Solutie Sterilizare Lysoformin 3000 1000ml;Sterilizare&Dezinfectare;350;Soluție concentrată profesională destinată dezinfecției și sterilizării instrumentelor metalice, din sticlă, ceramică sau plastic. Asigură o curățare eficientă, eliminând bacteriile, fungii și virusurile.; 
;T2011;Solutie Sterilizare Lysoformin 20ml;Sterilizare&Dezinfectare;20;Soluție concentrată profesională destinată dezinfecției și sterilizării instrumentelor metalice, din sticlă, ceramică sau plastic. Asigură o curățare eficientă, eliminând bacteriile, fungii și virusurile.; 
;T0882;Magnet;Accesuare pentru mesteri;50;Accesoriu indispensabil pentru crearea efectului „ochi de pisică”. Permite formarea rapidă a diferitelor modele magnetice, dând un efect profund și luminos manichiurii. Ideal pentru utilizare cu toate tipurile de geluri Cat Eye.; 
;T0883;Magnet 4IN1;Accesuare pentru mesteri;145;Accesoriu indispensabil pentru crearea efectului „ochi de pisică”. Permite formarea rapidă a diferitelor modele magnetice, dând un efect profund și luminos manichiurii. Ideal pentru utilizare cu toate tipurile de geluri Cat Eye.; 
;T0884;Magnet Dublu;Accesuare pentru mesteri;40;Accesoriu indispensabil pentru crearea efectului „ochi de pisică”. Permite formarea rapidă a diferitelor modele magnetice, dând un efect profund și luminos manichiurii. Ideal pentru utilizare cu toate tipurile de geluri Cat Eye.; 
;T0886;Magnet Mini;Accesuare pentru mesteri;20;Accesoriu indispensabil pentru crearea efectului „ochi de pisică”. Permite formarea rapidă a diferitelor modele magnetice, dând un efect profund și luminos manichiurii. Ideal pentru utilizare cu toate tipurile de geluri Cat Eye.; 
;T0887;Magnet cu maner din selicon;Accesuare pentru mesteri;30;Accesoriu indispensabil pentru crearea efectului „ochi de pisică”. Permite formarea rapidă a diferitelor modele magnetice, dând un efect profund și luminos manichiurii. Ideal pentru utilizare cu toate tipurile de geluri Cat Eye.; 
;T2251;Maner pentru freza electrica;TEHNICA;400;Piesă de schimb compatibilă cu majoritatea frezelor. Asigură funcționare stabilă, prindere confortabilă și schimbare rapidă a capetelor de freză. Ușor, ergonomic și potrivit atât pentru manichiură, cât și pentru pedichiură.; 
;T2252;Maner pentru freza electrica Marathon;TEHNICA;1150;Piesă de schimb compatibilă cu majoritatea frezelor tip Marathon. Asigură funcționare stabilă, prindere confortabilă și schimbare rapidă a capetelor de freză. Ușor, ergonomic și potrivit atât pentru manichiură, cât și pentru pedichiură.; 
;3176;NUDE Massage Oil 1000ml;EPILARE;200;NUDE Massage Oil este un ulei profesional pentru masaj, conceput pentru a oferi o alunecare ușoară și confortabilă în timpul procedurilor. Hidratează și catifelează pielea, lăsând-o suplă, netedă și plăcut parfumată după utilizare.;NUDE
;T1776;Masti Pentru Fata 50buc. Albi;Materiale de unica folosinta;80;Măști practice pentru protecția împotriva prafului și particulelor fine, ideale pentru manichiură și pedichiură. Asigură siguranță și igienă în timpul lucrului, protejând căile respiratorii ale masterului.; 
;T1775;Masti Pentru Fata 50buc. Negre;Materiale de unica folosinta;80;Măști practice pentru protecția împotriva prafului și particulelor fine, ideale pentru manichiură și pedichiură. Asigură siguranță și igienă în timpul lucrului, protejând căile respiratorii ale masterului.; 
;3023;Masti Pentru Fata 50buc. Violet;Materiale de unica folosinta;80;Măști practice pentru protecția împotriva prafului și particulelor fine, ideale pentru manichiură și pedichiură. Asigură siguranță și igienă în timpul lucrului, protejând căile respiratorii ale masterului.; 
